Date,Team,Opp,BO,Pos,divider,PA,H,2B,3B,HR,R,RBI,SB,CS,BB%,K%,ISO,BABIP,EV,AVG,OBP,SLG,wOBA,wRC+,type,G,AB,1B,BB,IBB,SO,HBP,SF,SH,GDP,BB/K,OPS,Spd,wSB,wRC,wRAA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,GB,FB,LD,IFFB,IFH,BU,BUH,Balls,Strikes,Pitches,LA,Barrels,Barrel%,WPA,#NAME?,#NAME?,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,Events,maxEV,HardHit,HardHit%
2023.9.16,SDP,@OAK,1,2B,,5,1,0,0,0,1,0,0,0,20.00%,40.00%,0,0.5,85.1,0.25,0.4,0.25,0.316,102,0,1,4,1,1,0,2,0,0,0,0,0.5,0.65,2.6,,1,0,1,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,50.00%,50.00%,0.00%,1,0,1,0,0,0,0,12,18,30,10,0,0.00%,0.03,-0.03,0.06,-0.02,0,0.56,,0,0,0.06,96,20.00%,84.8,13.30%,89.3,3.30%,80,3.30%,85,,,,,,0.1,0,-0.1,0,0,,,0.43,-0.37,-2.65,3.64,2.69,,,26.70%,73.30%,50.00%,75.00%,90.90%,86.70%,50.00%,60.00%,6.70%,2,102.3,1,50.00%
2023.9.15,SDP,@OAK,1,2B,,6,0,0,0,0,0,0,1,0,16.70%,33.30%,0,0,85.4,0,0.167,0,0.116,-32,0,1,5,0,1,0,2,0,0,0,1,0.5,0.167,5,,0,-1,2,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,66.70%,0.00%,0.00%,66.70%,33.30%,2,0,1,0,0,0,0,11,15,26,-11.4,0,0.00%,-0.11,-0.13,0.02,-1.57,-0.17,0.66,,0,-0.1,-0.07,93.3,19.20%,84.4,,,,,19.20%,82,,,,,,-1.3,0.1,,,-0.4,,,-7.97,2.52,,,-7.66,,,37.50%,50.00%,42.30%,50.00%,80.00%,63.60%,38.50%,50.00%,15.40%,3,102.3,1,33.30%
2023.9.13,SDP,@LAD,1,SS,,4,0,0,0,0,0,0,0,0,0.00%,75.00%,0,0,56.4,0,0,0,0,-100,0,1,4,0,0,0,3,0,0,0,0,0,0,0.1,,-1,-1.1,0,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,100.00%,0.00%,0.00%,0,1,0,1,0,0,0,6,17,23,59.1,0,0.00%,-0.06,-0.06,0,-1.5,-0.15,0.56,,0,-0.11,0,94.3,34.80%,89,,,,,21.70%,85.4,,,,,,-0.1,-1,,,0.1,,,-1.41,-12.63,,,1.27,,,40.00%,69.20%,56.50%,75.00%,88.90%,84.60%,56.50%,50.00%,8.70%,1,56.4,0,0.00%
2023.9.11,SDP,@LAD,1,2B,,5,1,0,0,0,1,1,1,0,0.00%,20.00%,0,0.333,79.4,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,1,0,0,1,0,0,0.5,7.5,,0,-0.4,3,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,25.00%,75.00%,0.00%,0.00%,100.00%,0.00%,3,0,0,0,0,1,0,2,9,11,1.4,0,0.00%,-0.07,-0.13,0.06,-0.63,-0.06,1.72,,0,-0.01,-0.03,95.8,27.30%,83,18.20%,92,,,9.10%,88,,,,,,-0.6,-0.2,0.4,,0,,,-12.18,-6.75,21.86,,-4.16,,,71.40%,50.00%,63.60%,80.00%,50.00%,71.40%,36.40%,80.00%,18.20%,4,93.2,0,0.00%
2023.9.10,SDP,@HOU,1,2B-SS,,4,1,0,0,0,0,0,0,0,0.00%,0.00%,0,0.25,88.9,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,0,0,0,0,0,0,0.5,0.1,,0,-0.3,0.5,25.00%,25.00%,50.00%,0.00%,0.00%,0.00%,0.00%,25.00%,25.00%,50.00%,0.00%,100.00%,0.00%,1,2,1,0,0,0,0,7,12,19,9.1,0,0.00%,0,-0.04,0.04,-0.25,-0.03,0.63,,0,-0.03,0.03,92.8,15.80%,79,36.80%,88.3,15.80%,81.7,,,,,,,,-0.1,0.5,-0.7,0,,,,-1.71,16.63,-9.68,0.05,,,,22.20%,60.00%,42.10%,100.00%,83.30%,87.50%,52.60%,100.00%,5.30%,4,94.4,0,0.00%
2023.9.9,SDP,@HOU,1,2B,,5,0,0,0,0,0,0,0,0,20.00%,60.00%,0,0,88.3,0,0.2,0,0.139,-16,0,1,4,0,1,0,3,0,0,0,0,0.33,0.2,0.1,,0,-0.7,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,1,0,0,0,0,0,12,16,28,63.6,0,0.00%,-0.09,-0.17,0.08,-1.15,-0.12,1.57,,0,-0.05,0,92.8,25.90%,81,,,7.40%,82,3.70%,84,3.70%,81,,,3.60%,-0.7,-0.1,,0.1,-0.2,0,,-4.1,-1.41,,4.72,-18.78,4.6,,35.30%,60.00%,44.40%,66.70%,100.00%,83.30%,37.00%,40.00%,7.10%,1,88.3,0,0.00%
2023.9.8,SDP,@HOU,1,3B,,5,2,0,0,0,2,2,3,0,20.00%,0.00%,0,0.5,86.4,0.5,0.6,0.5,0.492,220,0,1,4,2,1,0,0,0,0,0,0,1,1.1,7.5,,1,0.7,2,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,0.00%,50.00%,50.00%,2,1,1,0,0,0,0,10,15,25,10,0,0.00%,0.17,-0.02,0.19,2.73,0.28,0.54,,0,0.19,0.12,93.2,20.00%,78.8,12.00%,91.7,4.00%,82,4.00%,85,,,,,,-0.3,0,0.6,0,0.6,,,-2.28,-0.12,19.17,0,55.24,,,16.70%,53.80%,36.00%,100.00%,100.00%,100.00%,52.00%,100.00%,0.00%,4,102.9,1,25.00%
2023.9.6,SDP,PHI,1,2B-3B,,4,0,0,0,0,0,0,0,0,25.00%,75.00%,0,0,,0,0.25,0,0.174,7,0,1,3,0,1,0,3,0,0,0,0,0.33,0.25,0.1,,0,-0.5,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,0,0,0,0,0,0,0,11,13,24,,0,,-0.05,-0.06,0.01,-0.65,-0.07,0.73,,0,-0.02,-0.05,95.6,16.70%,88.3,4.20%,91,8.30%,82,,,,,,,,-0.2,-0.3,0,-0.1,,,,-1.03,-6.84,0,-3.21,,,,31.30%,62.50%,41.70%,60.00%,20.00%,40.00%,33.30%,25.00%,25.00%,0,,0,
2023.9.5,SDP,PHI,1,2B,,4,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,93.1,0,0,0,0,-100,0,1,4,0,0,0,0,0,0,0,0,0,0,0.1,,-1,-1.1,2,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,75.00%,25.00%,2,1,1,0,0,0,0,6,11,17,1.1,0,0.00%,-0.06,-0.06,0,-1.04,-0.11,0.61,,0,-0.1,0,94.9,35.30%,87.2,,,,,11.80%,84.5,,,,,,-0.7,-0.2,,,-0.1,,,-7.31,-3.57,,,-7.3,,,11.10%,75.00%,41.20%,100.00%,100.00%,100.00%,47.10%,75.00%,0.00%,4,99.6,1,25.00%
2023.9.4,SDP,PHI,1,3B,,6,2,0,0,0,0,3,0,0,0.00%,16.70%,0,0.4,93.2,0.333,0.333,0.333,0.294,88,0,1,6,2,0,0,1,0,0,0,0,0,0.667,0.1,,1,-0.1,1,20.00%,40.00%,40.00%,0.00%,0.00%,50.00%,0.00%,20.00%,60.00%,20.00%,0.00%,80.00%,20.00%,2,2,1,0,1,0,0,11,22,33,14.4,0,0.00%,-0.05,-0.15,0.11,1.85,0.2,1.31,,0,0.1,-0.14,93.7,18.20%,89,9.10%,87,3.00%,77,,,12.10%,87,,,,0.1,0.4,0.1,0,,0,,0.66,5.87,2.5,4.6,,-0.37,,31.30%,76.50%,54.50%,100.00%,92.30%,94.40%,51.50%,50.00%,3.00%,5,95.1,1,20.00%
2023.9.3,SDP,SFG,1,2B,,4,1,0,0,0,0,0,2,0,25.00%,50.00%,0,1,81.6,0.333,0.5,0.333,0.395,155,0,1,3,1,1,0,2,0,0,0,0,0.5,0.833,5,,1,0.3,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,0,1,0,0,0,0,8,13,21,14.5,0,0.00%,0.06,-0.01,0.07,0.53,0.06,0.61,,0,0.02,0.07,94.9,4.80%,85,,,4.80%,83,23.80%,89.2,19.00%,89.8,,,,0.1,0,,0,0,0.1,,1.1,-4.16,,3.64,0.9,2.52,,16.70%,55.60%,33.30%,50.00%,100.00%,85.70%,42.90%,50.00%,4.80%,1,81.6,0,0.00%
2023.9.2,SDP,SFG,1,3B,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,80.2,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,2,0.00%,66.70%,33.30%,0.00%,0.00%,0.00%,0.00%,66.70%,0.00%,33.30%,33.30%,66.70%,0.00%,2,1,0,0,0,0,0,4,9,13,-11.1,0,0.00%,-0.04,-0.04,0,-0.64,-0.07,0.37,,0,-0.1,0,92.9,7.70%,87,,,15.40%,82,,,,,,,,-0.5,-0.2,,-0.3,,,,-5.16,-22.48,,-12.59,,,,14.30%,83.30%,46.20%,100.00%,60.00%,66.70%,46.20%,75.00%,15.40%,3,92.7,0,0.00%
2023.9.1,SDP,SFG,1,2B,,5,1,0,0,0,1,0,0,0,0.00%,0.00%,0,0.2,94.6,0.2,0.2,0.2,0.177,9,0,1,5,1,0,0,0,0,0,0,1,0,0.4,2.6,,0,-0.6,3,20.00%,60.00%,20.00%,0.00%,0.00%,0.00%,0.00%,20.00%,60.00%,20.00%,20.00%,60.00%,20.00%,3,1,1,0,0,0,0,12,18,30,2.8,0,0.00%,0,-0.04,0.04,-1.54,-0.17,0.47,,0,-0.08,0.07,93.2,40.00%,83,,,,,13.30%,85.8,,,,,,-1.1,-0.2,,,0.2,,,-7.67,-1.35,,,4.66,,,30.00%,50.00%,36.70%,83.30%,100.00%,90.90%,33.30%,40.00%,3.30%,5,102.6,3,60.00%
2023.8.31,SDP,SFG,1,2B,,5,1,0,0,0,0,1,0,0,0.00%,0.00%,0,0.2,79,0.2,0.2,0.2,0.177,9,0,1,5,1,0,0,0,0,0,0,0,0,0.4,0.1,,0,-0.6,1.5,0.00%,60.00%,40.00%,0.00%,0.00%,0.00%,0.00%,0.00%,40.00%,60.00%,20.00%,60.00%,20.00%,3,2,0,0,0,0,0,2,11,13,11.2,0,0.00%,-0.03,-0.03,0,-0.3,-0.03,0.27,,0,-0.06,-0.04,93,30.80%,83,,,,,7.70%,88,,,,,,0.1,-0.5,,,-0.1,,,0.69,-12.39,,,-6.42,,,50.00%,57.10%,53.80%,66.70%,100.00%,85.70%,53.80%,80.00%,7.70%,5,94.6,0,0.00%
2023.8.30,SDP,@STL,1,2B,,4,2,0,0,0,1,1,0,0,0.00%,0.00%,0,0.5,85.3,0.5,0.5,0.5,0.441,186,0,1,4,2,0,0,0,0,0,0,0,0,1,2.6,,1,0.4,1,50.00%,25.00%,25.00%,0.00%,0.00%,0.00%,0.00%,75.00%,25.00%,0.00%,0.00%,100.00%,0.00%,1,1,2,0,0,0,0,2,10,12,13.2,0,0.00%,0.04,-0.09,0.13,0.79,0.08,1.44,,0,0.05,-0.02,92.2,16.70%,84.5,,,25.00%,74,16.70%,84,,,,,,0.5,-0.1,,0.3,-0.2,,,9.77,-4.9,,8.85,-9.91,,,42.90%,80.00%,58.30%,66.70%,100.00%,85.70%,41.70%,75.00%,8.30%,4,93.1,0,0.00%
2023.8.29,SDP,@STL,1,2B,,5,2,0,0,0,1,1,0,0,20.00%,0.00%,0,0.5,83.3,0.667,0.6,0.667,0.492,220,0,1,3,2,1,0,0,0,1,0,0,1,1.267,1.6,,1,0.7,2,25.00%,50.00%,25.00%,0.00%,0.00%,50.00%,0.00%,75.00%,25.00%,0.00%,25.00%,50.00%,25.00%,2,1,1,0,1,0,0,9,11,20,-6.1,0,0.00%,0.12,-0.02,0.14,1.18,0.12,1.1,,0,0.1,0,91.2,10.00%,81,15.00%,85.7,15.00%,74.3,,,,,,,,0.8,0,0.3,-0.2,,,,6.99,0.74,11.32,-7.1,,,,16.70%,50.00%,30.00%,100.00%,100.00%,100.00%,40.00%,40.00%,0.00%,4,101.2,1,25.00%
2023.8.28,SDP,@STL,1,2B,,5,1,0,0,0,0,0,0,0,0.00%,0.00%,0,0.25,86.4,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,0,0,0,1,0,0,0.5,0.1,,0,-0.4,2,25.00%,50.00%,25.00%,0.00%,0.00%,0.00%,0.00%,40.00%,60.00%,0.00%,20.00%,60.00%,20.00%,2,1,1,0,0,1,0,4,6,10,15.9,0,0.00%,-0.09,-0.12,0.04,-0.85,-0.09,1.34,,0,-0.05,-0.02,85,,,40.00%,86.8,40.00%,70.8,,,,,,,,0.5,,-0.4,-0.6,,,,25.02,,-9.64,-15.69,,,,16.70%,100.00%,50.00%,100.00%,100.00%,100.00%,40.00%,40.00%,0.00%,5,94.5,0,0.00%
2023.8.27,SDP,@MIL,1,SS,,5,0,0,0,0,1,0,0,0,40.00%,20.00%,0,0,63.5,0,0.4,0,0.278,77,0,1,3,0,2,0,1,0,0,0,0,2,0.4,2.6,,0,-0.2,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,50.00%,50.00%,0.00%,1,1,0,0,0,0,0,10,10,20,-7.6,0,0.00%,0.04,-0.05,0.09,0.36,0.04,0.8,,0,0.01,0.04,94.6,10.00%,88,10.00%,89,10.00%,81.5,,,,,,,,0.2,0.1,-0.3,-0.1,,,,1.57,4.72,-14.14,-7.09,,,,0.00%,57.10%,20.00%,,75.00%,75.00%,35.00%,60.00%,5.00%,2,79,0,0.00%
2023.8.26,SDP,@MIL,1,2B,,4,0,0,0,0,1,0,0,0,25.00%,0.00%,0,0,86.9,0,0.25,0,0.174,7,0,1,3,0,1,0,0,0,0,0,0,1,0.25,2.6,,0,-0.5,2,0.00%,66.70%,33.30%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,66.70%,0.00%,33.30%,2,1,0,1,0,0,0,7,13,20,4.3,0,0.00%,-0.06,-0.09,0.03,-0.54,-0.05,0.97,,0,-0.04,-0.02,93.2,20.00%,85.3,,,5.00%,79,5.00%,87,,,,,,0.1,-0.3,,-0.2,0,,,0.71,-6.61,,-18.46,-4.16,,,22.20%,63.60%,45.00%,100.00%,85.70%,88.90%,55.00%,75.00%,5.00%,3,95.2,1,33.30%
2023.8.25,SDP,@MIL,1,2B,,5,0,0,0,0,0,0,1,0,40.00%,20.00%,0,0,80.5,0,0.4,0,0.278,77,0,1,3,0,2,0,1,0,0,0,0,2,0.4,5,,0,-0.2,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,2,0,0,0,0,0,0,10,12,22,6.5,0,0.00%,-0.01,-0.06,0.04,-0.47,-0.05,0.59,,0,0,-0.02,95.3,40.90%,87.1,,,,,4.50%,87,,,,,,0.3,-0.5,,,0,,,2.18,-5.07,,,0,,,16.70%,70.00%,40.90%,100.00%,71.40%,77.80%,45.50%,40.00%,9.10%,2,80.7,0,0.00%
2023.8.23,SDP,MIA,1,3B,,4,1,1,0,0,1,0,0,0,0.00%,0.00%,0.25,0.25,87.2,0.25,0.25,0.5,0.311,99,0,1,4,0,0,0,0,0,0,0,0,0,0.75,2.6,,0,0,0.5,25.00%,25.00%,50.00%,0.00%,0.00%,0.00%,0.00%,25.00%,25.00%,50.00%,0.00%,75.00%,25.00%,1,2,1,0,0,0,0,3,11,14,18.6,0,0.00%,0.01,-0.05,0.06,-0.24,-0.03,0.76,,0,-0.01,0.02,97.6,21.40%,90.3,,,,,21.40%,91,,,,,,-0.7,0.7,,,0,,,-9.21,24.58,,,-0.67,,,66.70%,60.00%,64.30%,83.30%,100.00%,88.90%,35.70%,50.00%,7.10%,4,94.7,0,0.00%
2023.8.22,SDP,MIA,1,3B,,4,1,0,0,0,0,0,0,1,0.00%,25.00%,0,0.333,86.7,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,1,0,0,0,0,0,0.5,2.5,,0,-0.3,0,33.30%,0.00%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,33.30%,33.30%,33.30%,0,2,1,0,0,0,0,3,9,12,29.2,0,0.00%,-0.05,-0.08,0.03,-0.56,-0.06,0.76,,0,-0.06,-0.01,97.3,33.30%,85.3,33.30%,92.5,,,8.30%,89,,,,,,-0.3,0.2,-0.3,,0,,,-8.91,5.3,-6.97,,0,,,33.30%,50.00%,41.70%,100.00%,100.00%,100.00%,50.00%,100.00%,0.00%,3,99.2,2,66.70%
2023.8.21,SDP,MIA,1,2B,,4,2,1,0,1,2,4,1,0,0.00%,25.00%,1,0.5,87,0.5,0.5,1.5,0.812,435,0,1,4,0,0,0,1,0,0,0,0,0,2,5,,2,1.6,0.5,0.00%,33.30%,66.70%,0.00%,50.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,66.70%,33.30%,1,2,0,0,0,0,0,4,11,15,13.8,0,0.00%,0.28,-0.01,0.29,3.32,0.36,1.07,,0,0.12,0.14,96,20.00%,83,,,,,6.70%,89,,,,,,1.9,-0.2,,,-0.1,,,17.45,-6.37,,,-5.63,,,0.00%,37.50%,20.00%,,100.00%,100.00%,53.30%,75.00%,0.00%,3,95,0,0.00%
2023.8.19,SDP,ARI,1,2B,,4,0,0,0,0,0,0,0,0,25.00%,0.00%,0,0,79.4,0,0.25,0,0.174,7,0,1,3,0,1,0,0,0,0,0,1,1,0.25,0.1,,0,-0.5,3,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,0.00%,66.70%,33.30%,3,0,0,0,0,0,0,11,12,23,-10.8,0,0.00%,-0.1,-0.11,0,-0.56,-0.06,0.84,,0,-0.05,-0.07,92.7,34.80%,85.1,,,4.30%,79,,,8.70%,86.5,,,,-0.6,-0.1,,0,,-0.2,,-5.2,-1.33,,3.64,,-12.05,,33.30%,37.50%,34.80%,80.00%,66.70%,75.00%,34.80%,25.00%,8.70%,3,91,0,0.00%
