Date,Team,Opp,BO,Pos,divider,PA,H,2B,3B,HR,R,RBI,SB,CS,BB%,K%,ISO,BABIP,EV,AVG,OBP,SLG,wOBA,wRC+,type,G,AB,1B,BB,IBB,SO,HBP,SF,SH,GDP,BB/K,OPS,Spd,wSB,wRC,wRAA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,GB,FB,LD,IFFB,IFH,BU,BUH,Balls,Strikes,Pitches,LA,Barrels,Barrel%,WPA,#NAME?,#NAME?,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,Events,maxEV,HardHit,HardHit%
2023.9.18,SEA,@OAK,3,RF,,5,1,0,0,0,0,0,0,0,0.00%,40.00%,0,0.333,89.7,0.2,0.2,0.2,0.177,8,0,1,5,1,0,0,2,0,0,0,0,0,0.4,0.1,,0,-0.6,0.5,0.00%,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,66.70%,33.30%,1,2,0,0,0,0,0,5,10,15,28.6,0,0.00%,-0.09,-0.09,0,-0.96,-0.1,0.68,,0,-0.08,-0.05,93.9,40.00%,82.5,,,,,13.30%,85.5,,,,,,-0.5,-0.3,,,0.2,,,-7.45,-5.01,,,10.45,,,28.60%,75.00%,53.30%,50.00%,100.00%,87.50%,53.30%,100.00%,6.70%,3,99.5,1,33.30%
2023.9.17,SEA,LAD,4,RF,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,100.5,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,0,33.30%,0.00%,66.70%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,66.70%,33.30%,0,2,1,0,0,0,0,5,8,13,35.7,0,0.00%,-0.11,-0.11,0,-1.21,-0.13,1.19,,0,-0.1,0,87,38.50%,75.8,23.10%,90.7,,,30.80%,81.8,,,,,,0,-0.9,-0.3,,0,,,-4.16,-17.08,-8.44,,0.95,,,0.00%,85.70%,46.20%,,50.00%,50.00%,53.80%,50.00%,23.10%,3,109.3,2,66.70%
2023.9.16,SEA,LAD,3,DH,,5,0,0,0,0,1,0,0,0,20.00%,40.00%,0,0,84.7,0,0.2,0,0.139,-18,0,1,4,0,1,0,2,0,0,0,0,0.5,0.2,2.6,,0,-0.7,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,2,0,0,0,0,0,0,11,11,22,-2.4,0,0.00%,-0.23,-0.27,0.04,-0.14,-0.02,2.05,,0,-0.06,-0.05,94.8,63.60%,85.1,,,9.10%,72.5,4.50%,85,4.50%,84,,,,0.2,-0.8,,0.1,-0.3,0.1,,4.55,-5.98,,4.12,-32.49,10.15,,29.40%,80.00%,40.90%,20.00%,50.00%,33.30%,22.70%,40.00%,27.30%,2,99,1,50.00%
2023.9.15,SEA,LAD,4,RF,,5,1,0,0,0,0,1,0,0,0.00%,40.00%,0,0.333,96.4,0.2,0.2,0.2,0.177,8,0,1,5,1,0,0,2,0,0,0,0,0,0.4,0.1,,0,-0.6,2,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,0.00%,66.70%,33.30%,2,0,1,0,0,0,0,7,15,22,-14.6,0,0.00%,-0.02,-0.14,0.12,-0.35,-0.04,1.56,,0,-0.06,0.04,98.4,36.40%,86.4,,,31.80%,80.7,9.10%,84.5,,,,,,-0.3,-0.4,,0.1,0,,,-5.24,-5.29,,1.95,0.74,,,50.00%,80.00%,63.60%,16.70%,75.00%,50.00%,45.50%,100.00%,31.80%,3,107.1,2,66.70%
2023.9.13,SEA,LAA,4,RF,,4,1,0,0,0,0,1,0,0,0.00%,25.00%,0,0.333,86.3,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,1,0,0,0,0,0,0.5,0.1,,0,-0.3,0.5,0.00%,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,66.70%,0.00%,33.30%,1,2,0,0,0,0,0,3,8,11,45.9,0,0.00%,0.05,-0.1,0.14,0,0,1.47,,0,-0.02,0.05,93.3,9.10%,85,27.30%,89.3,9.10%,78,27.30%,81,,,,,,0,0,-0.3,0,-0.1,,,1.06,4.6,-10.35,-4.16,-2.63,,,0.00%,75.00%,54.50%,,50.00%,50.00%,72.70%,100.00%,27.30%,3,93.9,0,0.00%
2023.9.12,SEA,LAA,3,RF,,4,1,0,0,0,1,0,0,0,0.00%,25.00%,0,0.333,85.7,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,1,0,0,0,0,0,0.5,2.6,,0,-0.3,2,0.00%,66.70%,33.30%,0.00%,0.00%,50.00%,0.00%,66.70%,33.30%,0.00%,33.30%,33.30%,33.30%,2,1,0,0,1,0,0,4,10,14,-12.5,0,0.00%,0.03,-0.01,0.04,-0.34,-0.04,0.38,,0,-0.05,0.12,93.3,42.90%,85,,,14.30%,78.5,14.30%,83.5,,,,,,-0.2,0.1,,0,-0.2,,,-4.5,2.1,,-0.73,-11.29,,,50.00%,100.00%,71.40%,50.00%,83.30%,70.00%,42.90%,75.00%,21.40%,3,104.8,1,33.30%
2023.9.11,SEA,LAA,3,DH,,5,0,0,0,0,0,1,0,0,20.00%,20.00%,0,0,101.5,0,0.2,0,0.139,-18,0,1,3,0,1,0,1,0,1,0,0,1,0.2,0.1,,0,-0.7,0,33.30%,0.00%,66.70%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,33.30%,66.70%,0,2,1,0,0,0,0,8,9,17,23,2,66.70%,-0.07,-0.13,0.05,-0.65,-0.07,1.45,,0,-0.06,0.01,95.3,5.90%,89,5.90%,91,29.40%,78.6,17.60%,85.3,,,,,,0.3,0,0.1,-0.5,-0.4,,,3.9,1.91,5.8,-9.54,-13.69,,,16.70%,80.00%,35.30%,100.00%,100.00%,100.00%,29.40%,80.00%,0.00%,3,111.7,2,66.70%
2023.9.10,SEA,@TBR,4,RF,,4,1,0,0,0,1,0,0,0,0.00%,25.00%,0,0.333,72.1,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,1,0,0,0,0,0,0.5,2.6,,0,-0.3,3,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,66.70%,0.00%,0.00%,100.00%,0.00%,3,0,0,0,0,0,0,2,8,10,-8,0,0.00%,-0.08,-0.1,0.02,-0.5,-0.05,1.28,,0,-0.02,-0.04,91,20.00%,79.5,60.00%,87,,,,,,,,,,-0.1,-0.5,0.2,,,,,-4.9,-24.98,3.85,,,,,50.00%,100.00%,70.00%,66.70%,75.00%,71.40%,40.00%,75.00%,20.00%,3,73,0,0.00%
2023.9.9,SEA,@TBR,3,RF,,4,0,0,0,0,1,0,0,0,0.00%,25.00%,0,0,86.4,0,0.25,0,0.182,11,0,1,3,0,0,0,1,1,0,0,0,0,0.25,0.1,,0,-0.5,1,0.00%,50.00%,50.00%,100.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,50.00%,0.00%,50.00%,1,1,0,1,0,0,0,3,9,12,43.1,0,0.00%,0.02,-0.05,0.08,0.46,0.05,1.01,,0,-0.04,0.06,91.7,8.30%,83,25.00%,87.3,16.70%,78,,,,,,,,0.1,-0.2,-0.3,0,,,,1.05,-18.56,-9.78,0,,,,50.00%,83.30%,66.70%,33.30%,80.00%,62.50%,50.00%,50.00%,25.00%,2,103.7,1,50.00%
2023.9.8,SEA,@TBR,4,RF,,4,1,1,0,0,0,0,0,0,0.00%,50.00%,0.25,0.5,103.7,0.25,0.25,0.5,0.311,101,0,1,4,0,0,0,2,0,0,0,0,0,0.75,0.1,,0,0,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,0,2,0,0,0,0,2,13,15,13.1,1,50.00%,-0.01,-0.05,0.04,-0.07,-0.01,0.69,,0,-0.01,-0.01,95.3,,,60.00%,90.1,20.00%,78,,,,,,,,-0.3,,-0.6,0.8,,,,-9.93,,-6.42,26.28,,,,71.40%,62.50%,66.70%,60.00%,60.00%,60.00%,53.30%,75.00%,26.70%,2,108.2,2,100.00%
2023.9.7,SEA,@TBR,4,RF,,4,2,0,0,0,0,0,0,0,0.00%,25.00%,0,0.667,95.3,0.5,0.5,0.5,0.441,191,0,1,4,2,0,0,1,0,0,0,0,0,1,0.1,,1,0.4,3,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,66.70%,33.30%,3,0,0,0,0,0,0,1,8,9,-11.5,0,0.00%,0.01,-0.02,0.03,0.07,0.01,0.53,,0,0,0.02,94.5,33.30%,83.3,44.40%,89,,,,,,,,,,-0.2,-0.2,0.9,,,,,-12.07,-6.86,22.27,,,,,80.00%,75.00%,77.80%,50.00%,66.70%,57.10%,44.40%,100.00%,33.30%,3,100.3,2,66.70%
2023.9.6,SEA,@CIN,4,RF,,5,2,0,0,0,0,0,0,0,20.00%,20.00%,0,0.667,90.5,0.5,0.6,0.5,0.492,226,0,1,4,2,1,0,1,0,0,0,0,1,1.1,0.1,,1,0.7,1,66.70%,33.30%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,33.30%,66.70%,1,0,2,0,1,0,0,7,10,17,11.7,0,0.00%,0.06,0,0.07,1.4,0.13,0.49,,0,0.09,0.04,94.3,23.50%,84,17.60%,89.7,,,23.50%,85.5,,,,,,0.7,-0.2,0,,1.1,,,12.4,-4.59,0.8,,28.09,,,41.70%,100.00%,58.80%,60.00%,80.00%,70.00%,29.40%,60.00%,17.60%,3,99.5,1,33.30%
2023.9.5,SEA,@CIN,4,RF,,5,2,0,0,1,1,2,0,0,20.00%,20.00%,0.75,0.5,95.4,0.5,0.6,1.25,0.717,382,0,1,4,1,1,0,1,0,0,0,0,1,1.85,0.1,,2,1.7,2,0.00%,66.70%,33.30%,0.00%,100.00%,0.00%,0.00%,33.30%,66.70%,0.00%,0.00%,66.70%,33.30%,2,1,0,0,0,0,0,10,8,18,9.7,1,33.30%,0.23,-0.03,0.26,1.95,0.18,0.88,,0,0.22,0.04,95.9,50.00%,84.8,,,,,,,,,,,,1.5,0.1,,,,,,17.17,1.52,,,,,,16.70%,83.30%,38.90%,50.00%,40.00%,42.90%,33.30%,60.00%,22.20%,3,102.1,1,33.30%
2023.9.4,SEA,@CIN,3,RF,,4,1,0,0,0,0,0,0,0,0.00%,50.00%,0,0.5,91,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,2,0,0,0,0,0,0.5,0.1,,0,-0.3,0,50.00%,0.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,0.00%,50.00%,50.00%,0.00%,50.00%,0,1,1,0,0,0,0,6,9,15,27.1,0,0.00%,-0.03,-0.05,0.01,-0.52,-0.05,0.52,,0,-0.05,-0.02,94,20.00%,84.3,,,20.00%,83.3,6.70%,88,,,,,,0.3,-0.3,,-0.3,-0.1,,,3.23,-8.44,,-10.09,-5.1,,,33.30%,83.30%,53.30%,33.30%,60.00%,50.00%,40.00%,25.00%,26.70%,2,107.8,1,50.00%
2023.9.3,SEA,@NYM,3,RF,,4,1,0,0,0,0,0,0,0,0.00%,0.00%,0,0.25,81.9,0.25,0.25,0.25,0.221,38,0,1,4,1,0,0,0,0,0,0,0,0,0.5,0.1,,0,-0.3,3,25.00%,75.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,50.00%,25.00%,25.00%,3,0,1,0,0,0,0,4,9,13,-20.7,0,0.00%,-0.02,-0.04,0.02,-0.35,-0.04,0.53,,0,-0.04,0,94.6,38.50%,85,15.40%,91,7.70%,82,,,,,,,,0,-0.2,0,0,,,,-0.09,-4.55,-0.25,3.64,,,,20.00%,75.00%,53.80%,100.00%,83.30%,85.70%,61.50%,75.00%,7.70%,4,111.4,1,25.00%
2023.9.2,SEA,@NYM,4,DH,,5,2,0,0,1,1,3,0,0,0.00%,20.00%,0.75,0.333,97.4,0.5,0.4,1.25,0.577,285,0,1,4,1,0,0,1,0,1,0,0,0,1.65,0.1,,2,1.1,0,25.00%,0.00%,75.00%,0.00%,33.30%,0.00%,0.00%,0.00%,25.00%,75.00%,0.00%,50.00%,50.00%,0,3,1,0,0,0,0,3,13,16,30.8,2,50.00%,0.18,-0.03,0.21,1.62,0.17,1.18,,0,0.15,0.01,92.2,56.30%,82.2,,,6.30%,77,6.30%,87,,,,,,0.3,0.9,,0,0,,,6.68,10.26,,-4.16,3.87,,,50.00%,66.70%,56.30%,40.00%,100.00%,66.70%,37.50%,80.00%,18.80%,4,104.2,2,50.00%
2023.9.1,SEA,@NYM,5,RF,,4,1,1,0,0,0,0,0,0,0.00%,25.00%,0.25,0.333,99.2,0.25,0.25,0.5,0.311,101,0,1,4,0,0,0,1,0,0,0,0,0,0.75,0.1,,0,0,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,66.70%,33.30%,0,3,0,0,0,0,0,5,10,15,35.4,0,0.00%,0.02,-0.09,0.11,0.08,0.01,1.27,,0,-0.01,0.02,96,13.30%,85,26.70%,91,,,,,33.30%,81.4,,,,-0.1,-0.3,0.6,,,-0.3,,-2.45,-15.3,16.04,,,-5.43,,37.50%,85.70%,60.00%,33.30%,66.70%,55.60%,46.70%,75.00%,26.70%,3,101.5,3,100.00%
2023.8.30,SEA,OAK,4,RF,,4,1,0,0,1,1,3,0,0,0.00%,25.00%,0.75,0,88.3,0.25,0.25,1,0.501,233,0,1,4,0,0,0,1,0,0,0,0,0,1.25,0.1,,1,0.6,0,33.30%,0.00%,66.70%,0.00%,50.00%,0.00%,0.00%,66.70%,33.30%,0.00%,33.30%,0.00%,66.70%,0,2,1,0,0,0,0,6,9,15,22.1,1,33.30%,0.22,-0.06,0.28,1.93,0.21,1.08,,0,0.06,0.15,95.1,6.70%,81,40.00%,87.5,,,6.70%,82,,,,,,-0.4,0,-0.3,,1.4,,,-6.3,-4.16,-4.81,,135.28,,,40.00%,100.00%,60.00%,50.00%,60.00%,55.60%,33.30%,50.00%,26.70%,3,109.8,1,33.30%
2023.8.29,SEA,OAK,3,DH,,4,1,0,0,0,1,0,0,0,0.00%,50.00%,0,1,99.6,0.333,0.5,0.333,0.402,164,0,1,3,1,0,0,2,1,0,0,0,0,0.833,2.6,,1,0.3,1,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,1,0,0,0,0,0,0,8,14,22,2.9,0,0.00%,0.06,-0.05,0.11,0.58,0.06,1.29,,0,0.04,0.01,95.1,22.70%,82.8,,,9.10%,83,4.50%,86,,,,,,0.7,-0.2,,-0.3,0.1,,,4.89,-4.79,,-12.6,8.63,,,35.70%,62.50%,45.50%,60.00%,60.00%,60.00%,36.40%,50.00%,18.20%,1,99.6,1,100.00%
2023.8.28,SEA,OAK,4,RF,,4,2,0,0,0,0,2,0,0,0.00%,25.00%,0,0.667,97,0.5,0.5,0.5,0.441,191,0,1,4,2,0,0,1,0,0,0,0,0,1,0.1,,1,0.4,1,33.30%,33.30%,33.30%,0.00%,0.00%,0.00%,0.00%,33.30%,33.30%,33.30%,0.00%,33.30%,66.70%,1,1,1,0,0,0,0,7,9,16,14.7,0,0.00%,0,-0.04,0.04,0.54,0.06,0.55,,0,0.04,-0.04,94.6,31.30%,86,,,18.80%,81.7,18.80%,87.3,,,,,,0.4,0.1,,-0.2,0.1,,,8.81,1.78,,-7.24,2.14,,,12.50%,75.00%,43.80%,0.00%,100.00%,85.70%,50.00%,50.00%,6.30%,3,100.9,2,66.70%
2023.8.27,SEA,KCR,5,DH,,3,2,0,0,1,1,1,0,0,0.00%,33.30%,1,1,106.7,0.667,0.667,1.667,0.962,552,0,1,3,1,0,0,1,0,0,0,0,0,2.333,0.1,,2,1.6,0,50.00%,0.00%,50.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0,1,1,0,0,0,0,2,7,9,20.3,1,50.00%,0.14,-0.01,0.14,1.22,0.13,0.65,,0,0.14,0.08,93.3,44.40%,84,,,11.10%,80,,,,,,,,0.2,1.4,,0,,,,5.13,33.8,,2.69,,,,40.00%,50.00%,44.40%,0.00%,100.00%,50.00%,44.40%,100.00%,22.20%,2,108.8,2,100.00%
