Date,Team,Opp,BO,Pos,divider,PA,H,2B,3B,HR,R,RBI,SB,CS,BB%,K%,ISO,BABIP,EV,AVG,OBP,SLG,wOBA,wRC+,type,G,AB,1B,BB,IBB,SO,HBP,SF,SH,GDP,BB/K,OPS,Spd,wSB,wRC,wRAA,GB/FB,LD%,GB%,FB%,IFFB%,HR/FB,IFH%,BUH%,Pull%,Cent%,Oppo%,Soft%,Med%,Hard%,GB,FB,LD,IFFB,IFH,BU,BUH,Balls,Strikes,Pitches,LA,Barrels,Barrel%,WPA,#NAME?,#NAME?,RE24,REW,pLI,phLI,PH,WPA/LI,Clutch,FBv,SL%,SLv,CT%,CTv,CB%,CBv,CH%,CHv,SF%,SFv,KN%,KNv,XX%,wFB,wSL,wCT,wCB,wCH,wSF,wKN,wFB/C,wSL/C,wCT/C,wCB/C,wCH/C,wSF/C,wKN/C,O-Swing%,Z-Swing%,Swing%,O-Contact%,Z-Contact%,Contact%,Zone%,F-Strike%,SwStr%,Events,maxEV,HardHit,HardHit%
2023.9.19,NYY,TOR,2,RF,,4,2,0,0,0,1,0,0,0,0.00%,50.00%,0,1,95,0.5,0.5,0.5,0.441,189,0,1,4,2,0,0,2,0,0,0,0,0,1,2.6,,1,0.4,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,100.00%,0.00%,0,0,2,0,0,0,0,7,10,17,16,1,50.00%,-0.05,-0.08,0.03,-0.07,-0.01,1.06,,0,0.04,-0.08,95.6,23.50%,85.5,5.90%,90,41.20%,82.9,,,,,,,33.30%,-0.2,0.5,-0.1,0.2,,,,-3.42,11.84,-7.16,2.26,,,,22.20%,75.00%,47.10%,0.00%,50.00%,37.50%,47.10%,75.00%,29.40%,2,111.1,1,50.00%
2023.9.17,NYY,@PIT,2,RF,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,79.6,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,3,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,33.30%,66.70%,0.00%,33.30%,66.70%,0.00%,3,0,0,0,0,0,0,4,9,13,-21.3,0,0.00%,-0.15,-0.15,0,-1.06,-0.1,1.33,,0,-0.11,0,96.2,7.70%,89,7.70%,92,38.50%,81.8,7.70%,87,,,,,5.90%,-0.5,-0.3,-0.1,-0.1,0,,,-10.8,-25.62,-5.63,-2.79,3.87,,,28.60%,66.70%,46.20%,50.00%,75.00%,66.70%,46.20%,75.00%,15.40%,3,93.2,0,0.00%
2023.9.16,NYY,@PIT,2,RF,,5,0,0,0,0,1,0,0,0,60.00%,20.00%,0,0,83.2,0,0.6,0,0.418,173,0,1,2,0,3,0,1,0,0,0,0,3,0.6,1.6,,1,0.4,1,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,0,0,0,0,0,13,6,19,-21.6,0,0.00%,0.11,-0.04,0.15,0.91,0.09,0.96,,0,0.09,0.02,96.2,15.80%,86.3,15.80%,91,,,10.50%,91,,,,,,0.4,0,0.2,,-0.1,,,3.36,0.8,5.37,,-4.52,,,6.70%,50.00%,15.80%,0.00%,100.00%,66.70%,21.10%,20.00%,5.30%,1,83.2,0,0.00%
2023.9.15,NYY,@PIT,2,RF,,5,3,0,0,0,1,1,0,0,0.00%,40.00%,0,1,106.1,0.6,0.6,0.6,0.53,250,0,1,5,3,0,0,2,0,0,0,0,0,1.2,1.6,,1,0.9,2,33.30%,66.70%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,0.00%,33.30%,66.70%,2,0,1,0,0,0,0,10,13,23,3.4,1,33.30%,0.26,-0.05,0.31,1.53,0.15,1.65,,0,0.08,0.08,95.5,34.80%,88.4,,,13.00%,81,4.30%,84,,,,,,1.4,-0.3,,-0.3,0,,,12.85,-3.85,,-9.3,3.64,,,16.70%,81.80%,47.80%,0.00%,66.70%,54.50%,47.80%,40.00%,21.70%,3,111,3,100.00%
2023.9.14,NYY,@BOS,2,DH,,5,1,0,0,1,1,4,0,0,60.00%,0.00%,1.5,0,95.3,0.5,0.8,2,0.849,472,0,1,2,0,3,1,0,0,0,0,1,3,2.8,0.1,,3,2.2,1,0.00%,50.00%,50.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0.00%,0.00%,50.00%,50.00%,1,1,0,0,0,0,0,12,8,20,10.7,1,50.00%,0.3,-0.06,0.36,3.41,0.32,1.62,,0,0.12,0.07,94.2,50.00%,81.7,5.00%,88,,,,,,,,,,0.8,0.4,0,,,,,9.14,3.57,4.6,,,,,18.80%,75.00%,30.00%,66.70%,100.00%,83.30%,20.00%,,5.00%,2,110,1,50.00%
2023.9.14,NYY,@BOS,2,DH,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,98.2,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,2,0.00%,66.70%,33.30%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,0.00%,66.70%,33.30%,2,1,0,0,0,0,0,5,9,14,13.7,0,0.00%,-0.19,-0.19,0,-1.57,-0.15,1.64,,0,-0.11,0,94.9,50.00%,85.3,,,,,,,,,,,,-0.7,-0.3,,,,,,-10.35,-3.83,,,,,,16.70%,75.00%,50.00%,0.00%,66.70%,57.10%,57.10%,50.00%,21.40%,3,103.6,2,66.70%
2023.9.12,NYY,@BOS,2,DH,,5,0,0,0,0,0,0,0,0,40.00%,40.00%,0,0,80.7,0,0.4,0,0.174,4,0,1,3,0,2,1,2,0,0,0,0,1,0.4,0.1,,0,-0.6,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0,1,0,0,0,0,0,8,11,19,60,0,0.00%,-0.06,-0.12,0.05,-0.26,-0.02,1.39,,0,-0.04,0,95,36.80%,84.1,36.80%,88.3,10.50%,79.5,,,,,,,,-0.4,-0.4,0.2,0.1,,,,-14.18,-5.53,2.68,6.9,,,,11.10%,70.00%,42.10%,0.00%,71.40%,62.50%,52.60%,40.00%,15.80%,1,80.7,0,0.00%
2023.9.12,NYY,@BOS,2,RF,,4,0,0,0,0,0,0,0,0,0.00%,50.00%,0,0,100.7,0,0,0,0,-100,0,1,4,0,0,0,2,0,0,0,0,0,0,0.1,,-1,-1.1,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,2,0,0,0,0,0,5,11,16,49.9,0,0.00%,-0.16,-0.16,0,-1.31,-0.12,1.21,,0,-0.12,-0.01,95,31.30%,86.8,,,12.50%,81.5,,,,,,,,-1.1,0.1,,0,,,,-12.65,1.49,,-1.13,,,,37.50%,75.00%,56.30%,33.30%,83.30%,66.70%,50.00%,50.00%,18.80%,2,107.1,1,50.00%
2023.9.10,NYY,MIL,2,RF,,5,0,0,0,0,0,0,0,0,20.00%,40.00%,0,0,68.5,0,0.2,0,0,-100,0,1,4,0,1,1,2,0,0,0,0,0.5,0.2,0.1,,-1,-1.3,2,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,50.00%,50.00%,0.00%,2,0,0,0,0,0,0,8,10,18,-8.7,0,0.00%,-0.04,-0.09,0.05,-0.19,-0.02,1.56,,0,-0.09,0.06,94,16.70%,85,38.90%,94.4,11.10%,80.5,27.80%,82.4,,,,,,-0.3,-0.1,-0.5,-0.1,0,,,-32.49,-4.74,-6.98,-4.9,0.92,,,33.30%,66.70%,44.40%,50.00%,50.00%,50.00%,33.30%,40.00%,22.20%,2,84.4,0,0.00%
2023.9.9,NYY,MIL,2,DH,,5,1,0,0,0,0,0,0,0,20.00%,0.00%,0,0.25,103.3,0.25,0.4,0.25,0.316,102,0,1,4,1,1,0,0,0,0,0,0,1,0.65,0.1,,1,0,1,0.00%,50.00%,50.00%,0.00%,0.00%,0.00%,0.00%,75.00%,25.00%,0.00%,0.00%,25.00%,75.00%,2,2,0,0,0,0,0,11,10,21,18,0,0.00%,-0.01,-0.06,0.05,-0.51,-0.05,0.71,,0,-0.02,0,93,19.00%,84.8,19.00%,86.3,,,38.10%,84.6,,,,,,-0.2,0.6,-0.4,,0.1,,,-4.26,14.29,-9.35,,0.72,,,13.30%,100.00%,38.10%,100.00%,100.00%,100.00%,28.60%,40.00%,0.00%,4,106.1,4,100.00%
2023.9.8,NYY,MIL,2,DH,,4,1,0,0,0,1,0,0,0,50.00%,25.00%,0,1,101.1,0.5,0.75,0.5,0.569,277,0,1,2,1,2,0,1,0,0,0,0,2,1.25,1.6,,1,0.8,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,0,1,0,0,0,0,10,11,21,14.9,0,0.00%,0.07,-0.01,0.09,1.15,0.12,0.72,,0,0.1,0,94.6,28.60%,86.3,9.50%,89.5,,,,,,,,,,0.2,0.5,0.2,,,,,1.2,8.61,8.38,,,,,26.70%,66.70%,38.10%,50.00%,100.00%,75.00%,28.60%,50.00%,9.50%,1,101.1,1,100.00%
2023.9.7,NYY,DET,2,RF,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,95.1,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,66.70%,33.30%,0.00%,66.70%,33.30%,0,3,0,0,0,0,0,6,6,12,39.4,1,33.30%,-0.07,-0.07,0,-0.97,-0.1,0.71,,0,-0.1,0,93.3,8.30%,85,25.00%,90,,,16.70%,87.5,,,,,20.00%,-0.9,0,0,,-0.3,,,-14.41,3.64,0.69,,-13.22,,,0.00%,80.00%,33.30%,,75.00%,75.00%,41.70%,25.00%,8.30%,3,102.4,1,33.30%
2023.9.6,NYY,DET,2,DH,,5,2,1,0,0,1,0,0,0,20.00%,0.00%,0.25,0.5,103.1,0.5,0.6,0.75,0.564,274,0,1,4,1,1,0,0,0,0,0,0,1,1.35,1.6,,2,1,3,0.00%,75.00%,25.00%,0.00%,0.00%,0.00%,0.00%,75.00%,25.00%,0.00%,0.00%,25.00%,75.00%,3,1,0,0,0,0,0,14,17,31,0.6,0,0.00%,0.03,-0.07,0.09,0.42,0.04,0.9,,0,0.07,-0.05,95.4,25.80%,84.1,6.50%,88.5,12.90%,86,6.50%,83,,,,,,-0.1,0.5,0.4,0.1,0.1,,,-0.9,6.73,20.03,3.31,3.65,,,0.00%,76.50%,41.90%,,100.00%,100.00%,54.80%,60.00%,0.00%,4,109.1,4,100.00%
2023.9.5,NYY,DET,2,RF,,4,1,0,0,0,1,0,0,0,75.00%,0.00%,0,1,115.7,1,1,1,0.743,398,0,1,1,1,3,0,0,0,0,0,0,3,2,1.1,,2,1.4,0,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,0,1,0,0,0,0,13,5,18,15.6,1,100.00%,0.11,0,0.11,1.41,0.15,0.72,,0,0.16,0,93.7,33.30%,83,,,5.60%,78,11.10%,85.5,,,,,21.10%,1.1,0.2,,0,0.2,,,12.33,2.84,,-4.16,10.15,,,0.00%,60.00%,16.70%,,100.00%,100.00%,27.80%,75.00%,0.00%,1,115.7,1,100.00%
2023.9.3,NYY,@HOU,2,DH,,4,0,0,0,0,0,0,0,0,0.00%,50.00%,0,0,87.6,0,0,0,0,-100,0,1,4,0,0,0,2,0,0,0,0,0,0,0.1,,-1,-1.1,0,0.00%,0.00%,100.00%,50.00%,0.00%,0.00%,0.00%,0.00%,50.00%,50.00%,50.00%,0.00%,50.00%,0,2,0,1,0,0,0,7,14,21,49.4,0,0.00%,-0.1,-0.1,0,-0.87,-0.09,0.97,,0,-0.1,0,92.1,28.60%,79.8,,,14.30%,76.3,14.30%,86,,,,,,-0.5,-0.7,,0,0.1,,,-5.4,-11.11,,-0.49,2.47,,,53.80%,37.50%,47.60%,42.90%,66.70%,50.00%,38.10%,,23.80%,2,95.5,1,50.00%
2023.9.2,NYY,@HOU,2,RF,,5,1,0,0,1,2,1,0,0,20.00%,60.00%,0.75,0,111.7,0.25,0.4,1,0.54,257,0,1,4,0,1,0,3,0,0,0,0,0.33,1.4,2.6,,2,0.9,0,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0,1,0,0,0,0,0,4,13,17,31.4,1,100.00%,0.09,-0.07,0.17,0.69,0.07,1.01,,0,0.08,0.01,96.9,5.90%,86,5.90%,91,17.60%,84.3,11.80%,91.5,11.80%,88.5,,,22.20%,-0.5,0,1.4,0,-0.2,0.2,,-6.07,2.69,138.92,-0.59,-11.26,10.6,,60.00%,28.60%,47.10%,66.70%,100.00%,75.00%,41.20%,100.00%,11.80%,1,111.7,1,100.00%
2023.9.1,NYY,@HOU,2,RF,,4,2,0,0,1,2,1,0,0,0.00%,0.00%,0.75,0.333,99.1,0.5,0.5,1.25,0.722,383,0,1,4,1,0,0,0,0,0,0,0,0,1.75,2.6,,2,1.3,2,25.00%,50.00%,25.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,25.00%,75.00%,2,1,1,0,0,0,0,0,9,9,4.2,1,25.00%,0.06,-0.02,0.09,1.04,0.11,0.52,,0,0.11,0.01,92.3,44.40%,83.8,,,22.20%,74,,,,,,,,0.4,1.1,,-0.1,,,,14.4,26.98,,-4.9,,,,100.00%,71.40%,77.80%,0.00%,100.00%,71.40%,77.80%,100.00%,22.20%,4,110.5,2,50.00%
2023.8.31,NYY,@DET,5,PH-RF,,1,0,0,0,0,0,0,0,0,0.00%,0.00%,0,0,74.8,0,0,0,0,-100,0,1,1,0,0,0,0,0,0,0,0,0,0,0.1,,0,-0.3,1,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,100.00%,0.00%,1,0,0,0,0,0,0,3,3,6,-11.1,0,0.00%,-0.12,-0.12,0,-0.45,-0.05,2.62,2.62,1,-0.05,0,97.3,33.30%,88,,,,,,,,,,,,-0.2,0,,,,,,-5.55,-0.14,,,,,,20.00%,0.00%,16.70%,100.00%,,100.00%,16.70%,100.00%,0.00%,1,74.8,0,0.00%
2023.8.30,NYY,@DET,2,RF,,5,0,0,0,0,0,0,0,0,20.00%,60.00%,0,0,105.2,0,0.2,0,0.139,-20,0,1,4,0,1,0,3,0,0,0,0,0.33,0.2,0.1,,0,-0.7,1,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,1,0,0,0,0,0,0,12,16,28,-1.7,0,0.00%,-0.02,-0.03,0.02,-0.68,-0.07,0.34,,0,-0.06,0.01,94.9,10.70%,88.7,14.30%,85.8,10.70%,77.7,21.40%,84.7,,,,,,-0.7,-0.1,-0.1,0,0.1,,,-5.69,-3.07,-2.64,1.53,1.6,,,23.50%,45.50%,32.10%,100.00%,80.00%,88.90%,39.30%,40.00%,3.60%,1,105.2,1,100.00%
2023.8.29,NYY,@DET,2,RF,,4,1,0,0,0,1,0,0,0,0.00%,25.00%,0,0.333,92.3,0.25,0.25,0.25,0.221,36,0,1,4,1,0,0,1,0,0,0,0,0,0.5,2.6,,0,-0.3,2,0.00%,66.70%,33.30%,0.00%,0.00%,50.00%,0.00%,66.70%,0.00%,33.30%,0.00%,66.70%,33.30%,2,1,0,0,1,0,0,7,6,13,14.7,0,0.00%,0.07,-0.03,0.11,0.81,0.08,0.77,,0,0.02,0.07,95.5,7.70%,88,,,7.70%,75,23.10%,84.7,,,,,,-0.6,0,,0.5,-0.2,,,-7.02,3.87,,47.35,-8.16,,,22.20%,75.00%,38.50%,0.00%,100.00%,60.00%,30.80%,50.00%,15.40%,3,104.2,1,33.30%
2023.8.28,NYY,@DET,2,RF,,5,1,0,0,1,2,1,0,0,40.00%,40.00%,1,0,103.5,0.333,0.6,1.333,0.679,354,0,1,3,0,2,0,2,0,0,0,0,1,1.933,2.6,,2,1.5,0,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0,1,0,0,0,0,0,11,10,21,24.1,1,100.00%,0.12,-0.06,0.17,1.04,0.1,0.77,,0,0.3,-0.15,94.4,23.80%,85.6,,,19.00%,84,19.00%,87.3,,,,,,0.2,-0.2,,0.1,1.4,,,2.9,-4.83,,2.58,34.57,,,20.00%,50.00%,28.60%,66.70%,0.00%,33.30%,28.60%,40.00%,19.00%,1,103.5,1,100.00%
2023.8.27,NYY,@TBR,2,DH,,4,0,0,0,0,0,0,0,0,0.00%,75.00%,0,0,86.2,0,0,0,0,-100,0,1,4,0,0,0,3,0,0,0,0,0,0,0.1,,-1,-1.1,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,1,0,0,0,0,0,4,12,16,38.9,0,0.00%,-0.07,-0.07,0,-0.6,-0.06,0.68,,0,-0.1,0,94.3,31.30%,80,37.50%,89.7,,,,,6.30%,83,,,,-0.2,-0.1,-0.6,,,-0.2,,-4.25,-2.15,-9.75,,,-23.86,,60.00%,83.30%,68.80%,33.30%,20.00%,27.30%,37.50%,100.00%,50.00%,1,86.2,0,0.00%
2023.8.26,NYY,@TBR,2,DH,,4,0,0,0,0,0,0,0,0,0.00%,25.00%,0,0,90.3,0,0,0,0,-100,0,1,4,0,0,0,1,0,0,0,0,0,0,0.1,,-1,-1.1,0,0.00%,0.00%,100.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%,0.00%,100.00%,0.00%,0,3,0,0,0,0,0,3,7,10,50.3,0,0.00%,-0.11,-0.11,0,-1.08,-0.12,1.11,,0,-0.1,0,98,90.00%,90,,,,,,,,,,,,0.1,-1.1,,,,,,5.8,-12.77,,,,,,0.00%,83.30%,50.00%,,80.00%,80.00%,60.00%,50.00%,10.00%,3,96.7,1,33.30%
2023.8.25,NYY,@TBR,2,RF,,5,0,0,0,0,1,0,0,0,20.00%,80.00%,0,0,,0,0.2,0,0.139,-20,0,1,4,0,1,0,4,0,0,0,0,0.25,0.2,2.6,,0,-0.7,0,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,,,,,,,0,0,0,0,0,0,0,11,18,29,,0,,-0.04,-0.08,0.04,-0.42,-0.05,0.92,,0,-0.07,0.03,91,48.30%,78.4,27.60%,83.4,10.30%,79.7,,,,,,,,-0.4,-0.7,0.3,0,,,,-8.76,-5.13,3.33,0.31,,,,50.00%,28.60%,44.80%,36.40%,50.00%,38.50%,24.10%,60.00%,27.60%,0,,0,
